age spr agi dri bc sho hei wei apl
11 3.62 8.8 12.31 10.15 15 157 49 3
11 3.57 8.58 11.28 11.36 17 160 45 3
11 3.44 8.46 11.36 10.47 16 151 38 3
12 3.68 8.74 12.19 10.55 21 155 48 3
11 3.79 8.37 13 12.96 17 149 42 3
11 3.84 8.68 10.7 11.68 18 146 35 3
11 3.9 9.4 11.89 10.34 24 147 37 3
11 3.63 9.42 12.82 13.04 999 142 36 3
12 3.62 8.88 11.73 12.25 21 146 38 3
11 3.43 8.38 13.98 12.98 22 151 37 3
11 3.63 8.37 12.47 11.25 16 137 30 3
11 3.76 8.72 13.9 13.31 20 142 37 3
11 3.43 9 12.2 12.84 21 146 40 3
12 3.59 8.47 12.26 14.57 14 145 41 3
11 3.52 8.16 12.39 17.6 11 153 38 3
12 3.66 8.78 12.06 14.32 8 152 43 3
11 3.68 8.54 11.57 11.62 9 149 41 3
12 3.33 7.9 13.21 11.1 23 140 33 3
12 3.58 8.28 11.31 9.31 15 147 35 3
12 3.8 8.97 13.76 12.2 18 147 40 3
12 3.75 8.42 13.29 11.83 13 150 39 3
11 3.5 9.94 14.25 12.4 18 150 44 3
12 3.86 9.98 14.02 13.87 16 150 40 3
11 4.09 8.87 13.2 12.03 999 156 40 3
11 3.75 8.46 12.99 11.9 999 141 32 3
11 999 999 999 999 17 149 32 3
12 999 999 999 999 20 152 38 3
12 3.61 8.41 11.23 8.58 8 160 43 2
12 3.73 9.1 15.23 10 13 147 37 3
12 3.98 9.31 12.59 11.44 18 153 50 3
12 3.51 8.08 10.69 10.01 7 156 36 3
11 3.46 8.75 14.13 8.9 13 142 31 3
11 3.62 8.43 13.52 12.4 999 162 47 3
11 3.43 8.19 12.44 12.46 18 148 34 3
11 3.83 8.52 11.04 12.24 4 145 36 3
12 3.51 8.96 11.8 9.87 12 158 44 3
11 3.87 8.71 11.58 10.16 24 155 37.5 3
11 3.59 8.38 12.4 11.18 22 143 33.5 3
11 3.7 8.92 12.41 12.87 999 144 35 2
11 3.87 8.78 11.41 10.44 23 142 31.5 2
11 3.5 8.81 11.59 8.75 999 149 34.5 3
11 3.71 7.83 10.97 11.12 19 136 30 3
12 3.35 8.31 11.33 11.43 14 146 35 3
12 3.76 8.44 11.79 11.04 21 142 32 3
11 3.74 8.47 11.62 11.37 21 150 34 3
12 3.63 8.1 11.57 8.22 20 162 45 3
11 3.53 7.98 10.22 8.6 999 155 38 3
11 3.49 8.22 11.2 11.93 18 164 47 2
11 999 999 999 999 19 167 39 3
11 3.63 7.96 10.47 9.88 12 154 39 3
11 3.81 7.96 11.11 9.58 999 142 31 3
11 3.4 8.39 11.3 11.54 999 155 38 3
11 3.42 8.15 12.54 12.56 17 155 39 3
11 3.84 8.26 11.66 13.43 21 148 39 3
11 3.98 8.31 11.07 999 25 134 26 3
12 3.46 8.12 10.51 13.97 22 156 39 3
11 3.32 8.08 11.22 14.37 19 169 41 3
11 3.52 7.87 10.81 12.32 19 147 32 3
11 3.68 8.26 11.62 11.37 21 150 42 3
11 3.63 8.02 11.28 11.7 21 146 34 3
12 4.11 9.21 12.59 13 18 147 38 3
11 3.57 8.32 11.48 10.3 17 141 33 3
11 3.93 9.19 12.64 11.97 21 145 40 3
11 3.97 8.36 12.23 10 17 138 29 3
12 3.8 9.34 13.08 13.1 999 144 40 3
11 3.66 8.33 10.48 8.78 14 149 36 2
12 3.54 8.54 11.36 10.69 13 154 39 3
12 4.06 8.56 10.87 9.7 16 156 39 3
11 3.6 8.92 12.54 12.27 18 151 42 3
12 3.5 8.41 11.4 11.11 17 155 45 2
11 3.83 8.26 11.25 10.47 23 145 30 3
11 3.93 9.32 13.74 12.87 21 149 34 3
12 3.89 9.13 12.81 10.69 20 139 36 3
11 3.76 9.24 12.69 11 999 150 39 3
11 3.43 8.78 14.53 10 17 157 41 3
11 3.87 8.96 12.78 13 10 150 42 3
12 3.72 8.12 10.07 8.43 19 155 40 2
12 3.8 8.73 12.57 18.13 23 154 48 3
11 3.54 8.5 11.73 11.42 999 148 39 3
12 3.55 8.19 12.24 12.7 21 141 32 3
11 3.47 7.78 9.72 12.99 20 145 34 3
11 3.6 8.36 10.65 11.62 22 154 40 1
12 999 999 999 999 16 148 34 3
11 3.59 7.96 11.58 9.93 14 148 37 3
11 3.74 8.4 11.33 12.89 23 139 36 3
12 3.56 8.3 10.52 10.7 18 156 34 3
11 3.51 8.44 11.12 12.71 21 155 48 2
12 3.48 8.78 11.84 13.52 999 143 29 3
12 3.41 7.96 10.38 14.01 21 158 38 3
11 3.53 8.25 10.91 12.03 19 144 32 3
12 3.64 8.76 10.99 12.27 13 148 36 3
11 3.71 8.47 12.44 13.1 25 143 32 3
11 3.99 9.46 12.12 11.63 24 152 43.6 2
11 3.87 9.73 14.01 17.81 22 158 47 3
11 3.71 9.42 12.51 9.33 12 140 30 3
11 999 999 999 999 20 142 33 3
11 3.6 9.1 11.4 10.66 18 143 44.1 3
11 3.42 9.47 12.62 12.8 17 153 46 3
11 3.51 8.96 12.09 12.47 17 146 35 3
11 3.68 9.38 12.09 12.39 16 146 37 3
12 3.78 8.99 12.04 11.79 18 151 37 3
11 3.74 9.22 11.51 9.64 16 151 40 3
11 999 999 999 999 15 149 38 3
11 3.5 8.53 11.7 9.68 19 159 40 3
12 3.31 8.33 11.91 999 24 150 38 3
12 3.7 8.46 10.6 9.45 18 145 36 3
11 3.88 9.11 12.83 13.39 16 141 29 3
11 3.52 8.69 11.89 10.52 14 160 46 3
11 4.11 9.33 13.12 10.84 13 164 59 3
11 3.57 8.96 14 12.64 17 157 48 3
12 3.66 8.63 11.71 12.8 22 143 30 3
12 3.78 8.58 10.97 11.05 14 150 34 3
11 3.9 9.5 12.5 12.9 17 145 36 3
12 3.73 8.18 11.51 10.81 999 142 39.5 3
12 3.72 8.5 10.72 10.9 20 146 36 3
12 3.57 8.41 10.91 9.68 12 148 37 3
12 3.52 8.07 11.28 9.77 8 149 36 3
11 3.65 9.15 12.3 11.01 13 152 37 3
11 3.61 9.08 12.07 9.09 9 152 38 3
12 3.64 9.11 12.11 10.08 13 151 38 3
12 3.97 9.01 11.81 9.14 11 145 37 3
12 3.69 9.58 13.1 11.02 20 160 52 3
12 3.58 9.12 12.06 11.57 14 144 38 3
11 3.48 7.99 12.07 11.88 18 140 35 3
12 3.69 8.58 12.84 9.44 7 145 35 3
12 3.53 7.91 11.13 10.13 19 155 41 3
11 3.51 8.44 13.03 10.97 17 158 41 3
11 3.3 7.72 11.78 15.48 19 153 38 3
12 3.86 8.44 11.8 9.37 20 148 44 3
11 3.54 8.38 12.45 13.01 21 144 32 3
11 3.5 8.78 11.2 16.65 22 149 38 3
11 999 999 999 999 21 150 44 3
11 3.81 8.43 14.69 12.31 24 148 39 3
11 3.48 8.16 11.28 10.74 23 146 39 3
11 3.47 8.48 12.52 11.4 23 147 43 3
11 3.48 8.83 999 14.44 20 152 39 3
12 3.62 8.38 11.62 10.69 22 140 34 3
11 3.42 8.39 12.94 13.63 24 159 45 3
11 3.55 8.89 15.34 14.03 22 158 50 3
11 3.47 8.26 11.38 12.46 18 146 41 3
11 3.54 8.38 12.4 12.2 18 143 38 3
11 3.4 8.64 11.76 9.79 20 148 35 3
11 4.08 9.22 11.86 9.9 20 154 40 3
12 3.9 8.36 11.68 11.32 9 150 35 3
11 3.87 8.4 10.91 9.63 13 139 30 3
11 3.71 8.11 10.66 9.5 20 140 31 2
11 3.87 8.24 10.84 9.03 9 150 40 3
11 3.74 8.9 11.56 9.57 13 151 38 3
12 3.98 9.12 11.97 8.37 19 150 40 3
12 3.9 9.36 11.94 8.26 14 163 40 3
11 3.54 8.47 10.77 13.55 18 149 34 3
12 3.68 8.18 10.86 10.7 17 148 35 3
11 3.61 8.3 12.14 13.55 13 140 32 3
11 3.51 8.42 10.57 10.02 4 154 40 3
11 3.41 8.07 11.89 11.49 22 156 44 3
11 3.49 8.93 11.36 14.75 17 155 42 2
12 3.57 8.06 12.58 12.67 23 160 44 3
11 999 999 999 999 13 146 38 3
11 999 999 999 999 12 142 36 3
11 3.68 8.35 12.48 11.13 18 153 40 3
11 3.54 8.22 11.23 12.57 18 141 36 3
12 3.99 8.34 10.26 9.73 19 146 40 3
12 3.79 8.84 12.32 12.27 999 158 40 3
11 3.64 8.16 10.86 14.21 999 150 37 3
11 4.22 9 12.97 11.06 14 154 45 3
11 3.82 8.15 11.17 12.66 19 154 42 3
11 3.58 8.58 11.49 8.71 999 149 40 3
11 3.82 8.47 11.03 12.03 17 158 39 3
11 3.74 7.93 10.74 10.56 20 154 38 3
11 3.57 7.81 10.72 11.49 18 142 35 2
11 3.74 8.8 11.42 10.65 16 154 48 3
11 3.68 8.3 12.16 11.05 17 156 46 3
11 3.33 8.78 12.24 11.6 17 160 48 3
11 3.52 8.32 10.99 10.29 19 147 36 3
11 3.53 8.78 12.43 10.76 22 164 45 3
11 3.62 8.14 11.68 10.38 999 145 35 2
11 3.58 8.71 10.72 11.04 17 150 39 3
11 3.54 8.42 11.58 13.42 13 145 44 3
11 3.29 7.87 12.57 12.49 23 155 40 3
12 3.62 8.62 11.82 14.16 16 148 38 2
12 3.56 8.13 11.17 13.29 15 147 36 2
12 3.64 8.43 10.98 13.08 23 158 44 3
12 3.71 8.74 12 10.76 21 154 46 3
11 3.56 8.17 10.84 10.65 14 139 34 3
12 3.48 8.48 12.19 12.56 10 147 43 3
12 999 999 999 999 12 146 38 3
11 3.4 9.12 12.4 15.05 10 149 39 3
11 3.43 9.16 11.91 11.98 19 143 34 3
11 3.69 9.32 12.73 10.62 20 150 45 3
12 3.41 9.32 12.28 10.5 17 144 34 3
11 3.56 8.93 10.47 10.64 22 143 34 2
11 3.57 9.26 12.28 13.03 999 148 35 3
12 3.83 8.91 11.78 12.19 20 149 35 3
12 3.88 9.76 12.26 10.58 17 153 47 3
11 999 999 999 999 11 149 39 3
12 3.25 8.72 11.57 13 16 147 39 3
11 3.48 9.56 15.43 13.6 14 150 46 3
11 999 999 999 999 19 150 44 3
11 999 999 999 999 20 149 39 3
11 3.68 9.15 15.26 12.3 18 161 49 3
11 3.42 9.16 12.8 11.16 19 153 36 3
11 999 999 999 999 15 151 34 3
11 3.78 8.96 12.11 9.41 21 146 36 3
11 3.48 8.88 11.49 9.43 13 162 46 3
11 3.9 8.68 12.23 15.03 12 145 38 3
11 3.47 7.97 11.52 13.74 11 145 34 3
12 999 999 999 999 16 148 39 3
11 3.61 8.18 14.91 13.84 999 150 36 3
11 4.08 8.07 13.38 14.68 999 155 42 3
11 3.41 8.81 12.71 16.51 18 160 48 3
11 3.88 8.6 12.85 10.07 19 999 99 3
12 3.72 8.5 11.81 10.74 22 999 99 3
12 3.57 8.39 11.16 11.99 999 144 29 3
11 3.7 8.32 11.3 11.89 19 141 32 3
12 3.43 8.22 11.3 11.88 19 147 35 3
11 3.6 8.38 12.46 10.99 999 150 43 3
12 3.52 8.21 11.16 10.36 16 147 43 3
12 3.74 8.23 12.5 12.53 21 144 33 3
12 3.46 8.28 11.53 11.63 20 156 45 3
12 3.46 8.2 10.97 12.06 23 151 39 3
12 3.8 8.91 12.87 13.39 19 155 48 3
12 3.8 8.91 13.57 11.57 25 149 40 3
11 3.86 8.78 11.68 11.57 25 152 49 3
11 3.78 8.52 10.62 12.01 21 142 34 3
11 4.01 8.58 10.94 9.89 20 139 33 3
11 3.46 8.2 10.81 10.5 21 136 30 3
12 3.71 8.71 11.82 10.28 24 143 36 3
12 3.57 8.75 11.06 9.63 25 153 40 2
12 3.71 8.47 12.02 13.43 999 152 40 3
12 3.97 8.43 11.88 10.49 23 133 31 3
12 3.58 8.67 11.98 12.13 17 146 34 3
11 3.81 8.38 10.81 12.06 13 150 42 3
11 3.56 8.17 10.96 11.96 18 147 33 3
11 3.67 8.18 10.88 11.3 14 145 38 3
11 3.78 8.38 11.26 13.05 18 141 32 3
11 999 999 999 999 19 147 41.1 3
12 3.66 8.44 12.5 14.26 24 150 42 3
12 999 999 999 999 19 159 39 3
11 3.52 8.4 12.4 999 25 141 35 3
11 999 999 999 999 21 154 38.6 3
11 999 999 999 999 17 159 45 3
11 3.54 9.5 11.61 12.26 999 150 39.8 3
12 3.57 8.4 10.84 12.25 20 150 47.3 3
11 3.39 8.57 11.78 11.99 11 158 41 3
12 999 999 999 999 22 151 46.7 3
11 3.57 8.98 11.53 14.05 18 142 35.1 3
12 3.7 8.4 12.68 17.98 18 152 43 3
11 4.07 9.36 14.28 14.9 19 147 40 3
11 999 999 999 999 21 153 39.7 3
11 3.46 9 10.99 13.14 14 160 49.9 3
12 999 999 999 999 22 148 38.2 3
12 999 999 999 999 13 152 47 3
12 4.01 9.17 999 17.84 19 156 42.2 3
11 3.66 8.71 13.01 14.15 17 146 36.4 3
12 3.51 8.51 10.98 999 19 159 46 3
12 999 999 999 999 18 136 32 3
11 999 999 999 999 19 154 50 3
12 999 999 999 999 18 151 47 3
12 999 999 999 999 20 153 53 2
11 999 999 999 999 13 162 47.8 3
12 3.57 8.72 12.04 12.13 18 149 35 3
11 3.8 8.86 12.24 14.38 18 157 47 3
12 3.88 8.7 11.92 14.08 23 160 45 3
11 4.02 9.24 13.67 14.22 17 145 43 3
11 3.75 8.85 12.92 19.72 20 160 51 3
11 3.58 8.36 15.38 11.74 22 145 33 3
11 3.52 8.55 11.86 13.07 18 159 42 3
12 3.56 8.26 12.24 13.07 999 142 38 3
12 3.64 8.82 11.96 13.42 999 156 39 3
11 3.73 8.12 11.4 10.09 999 142 33 3
12 3.55 7.99 10.91 10.25 999 147 37 3
11 3.41 8.02 11.53 11.73 17 158 50 3
11 3.57 8.03 11.12 12.06 21 152 38 3
12 3.39 8.08 11.32 11.03 999 150 37 3
11 3.46 8.12 10.34 10.93 19 157 40 2
11 3.5 8.34 12.01 14.03 999 163 46 3
11 3.7 8.68 11.34 11.28 21 149 37 3
12 3.34 8.37 10.31 11.93 999 152 43 3
11 3.66 8.84 12.32 12.98 999 151 43 3
11 3.53 8.41 13.08 12.79 999 153 35 3
12 3.4 8.42 11.57 11.08 999 140 29 3
12 3.87 8.72 12.14 11.38 18 999 99 3
11 3.93 8.98 12.63 12.46 23 999 99 3
11 4.03 8.92 11.26 10.09 15 999 99 3
12 3.87 8.81 13.04 12.19 18 999 99 3
12 3.71 8.71 12.17 11.31 20 999 99 3
11 3.76 8.56 11.52 11.48 12 999 99 3
12 3.52 8.09 13.41 10.62 22 156 40 3
11 3.52 7.28 10.81 9.75 19 148 30 3
11 3.71 8.3 11.8 10.5 20 148 39 3
12 3.66 7.81 10.78 9.75 999 999 99 2
12 3.71 8.78 12.76 13.2 25 151 42 3
11 3.91 8.48 11.34 11.22 20 148 41 3
12 3.73 8.57 11 11.13 20 145 35 3
11 3.46 8.68 10.87 9.69 20 159 44 3
11 3.68 8.24 11.27 999 23 156 39 3
11 3.5 8 9.92 8.92 20 149 44 3
11 3.53 8.18 10 10.6 18 149 35 3
11 3.6 8.4 10.68 11 23 144 35 3
11 3.12 7.76 10.01 999 22 154 44 2
11 3.61 8.25 10.57 15.33 21 154 40 3
11 999 999 999 999 24 146 40 3
11 3.63 8.81 12.53 12.44 15 137 34 3
11 3.59 8.44 13.7 10.41 21 152 41 3
11 3.52 8.5 11.19 9.13 17 150 35 3
11 3.5 8.57 999 10.79 999 154 38 2
11 3.7 8.89 11.89 10.67 16 145 34 3
12 3.7 7.91 11.31 9.77 16 144 33 3
11 3.8 8.68 11.91 9.48 13 137 33 3
12 3.67 8.61 11.54 10.5 11 137 30 3
12 3.69 8.06 12.51 9.96 999 143 31 3
11 3.91 9.08 13.14 11.3 19 148 40 3
12 3.8 9.18 12.78 9.9 13 140 35 3
11 3.64 8.88 12.72 10.83 24 162 41 3
12 4.17 9.82 11.76 10.69 15 148 38 3
11 3.9 8.87 11.47 9.17 25 141 40 3
12 3.28 7.7 11.59 11 11 156 39 3
11 3.46 8.63 11.64 9.45 19 150 35 3
12 3.73 9.08 12.66 11.77 19 140 35 3
12 3.84 9.72 12.16 10.42 21 154 40 3
11 3.68 8.48 12.18 11.97 19 155 36 3
11 3.58 8.17 11.07 11.07 19 155 40 3
11 3.9 8.43 13.04 12.16 13 149 38 3
11 3.71 8.79 13.82 18.15 10 157 44 3
12 3.76 8.83 12.39 999 10 157 46 3
11 3.47 8.11 14.68 12.11 17 155 37 2
12 999 999 999 999 11 160 55 3
12 3.68 8.3 14.2 13.91 18 140 36 3
12 3.84 9.3 11.84 12.3 14 153 32 3
12 999 999 999 999 21 140 29 3
11 3.69 8.42 11.12 11.55 11 144 39 3
12 3.52 8.44 13.48 15.86 21 145 36 3
12 3.58 8.28 12.19 12.45 16 146 34 3
11 999 999 999 999 14 150 45 3
11 3.8 8.57 12.34 12.59 11 151 39 3
11 3.5 8.14 11.29 10.78 8 156 41 3
11 3.64 8.46 12.63 12 17 143 37 3
11 3.52 8 11.81 13.71 20 144 36.5 3
11 3.54 8.21 10.94 13.45 21 150 41 3
12 3.62 8.29 10.46 10.94 19 150 35.5 3
11 3.32 8 10.88 15.65 20 154 39.5 3
12 3.51 8.3 11.61 12.35 20 148 36 3
12 3.34 7.81 12.12 11.73 21 146 29 3
12 3.76 8.32 12.02 12.81 17 151 37 3
11 3.78 8.33 11.39 10.63 21 144 33.5 3
11 3.53 8.06 12.01 12.33 23 145 34 3
11 3.54 8.07 13.66 9.88 24 153 38.5 3
12 3.64 8.17 13.99 15.9 999 164 45 3
12 3.73 8.26 10.98 12.09 23 160 44.5 3
12 3.46 7.98 11.1 16.06 22 148 33 3
11 3.72 8.51 12.41 11.93 21 147 35 3
11 3.68 8.26 12.11 9.71 23 149 34.5 3
11 3.7 8.4 11.6 10.87 16 144 36 3
12 3.66 8.14 11.16 12.65 15 154 38 3
11 3.63 8.49 11.72 13.58 20 142 33 3
11 3.86 999 12.38 12.79 22 152 36 3
11 3.72 9.24 11.59 10.84 999 147 35 3
11 3.66 9.12 13.44 16.1 19 154 38 3
11 3.89 9.22 11.88 19.84 24 168 45 3
12 3.93 999 13.89 12.9 22 160 43 3
11 3.52 9.78 12.29 10.53 17 155 40 3
11 3.96 9.81 13.18 15.61 21 149 40 3
11 3.81 9.78 11.29 9.52 19 147 40 3
11 3.6 9.17 12.44 11.81 18 158 38 3
11 3.91 9.22 11.78 12.02 22 145 32 3
11 3.43 8.8 11.28 15.92 999 155 42 3
11 3.72 8.92 12.57 13.95 21 151 35 3
12 3.64 9.53 13.34 14.56 22 142 28 3
11 3.57 8.78 11.76 13.86 22 148 37 3
12 3.75 9 12.17 13.21 999 160 47 3
12 3.59 8.44 12.07 11.1 17 160 47.6 3
12 3.9 8.66 11.26 10.56 20 153 41 3
11 3.42 8.38 11.07 9.81 15 135 32 3
11 3.66 8.41 12.14 11.67 20 145 34 3
11 4.01 8.87 11.44 10.21 16 147 35 3
11 3.91 8.72 999 11.83 17 141 36 3
11 3.88 8.9 11.6 11.22 18 135 27 3
11 3.42 8.29 11.86 10.45 20 153 43 2
11 3.84 8.63 12.87 11.05 16 154 44 3
12 3.71 8.65 13.28 11.64 19 151 43 3
12 3.51 8.21 11.29 10.08 20 156 46 3
12 3.7 8.25 12.84 13.91 14 134 32 3
12 3.68 8.11 11.78 11.14 13 145 37 3
11 3.72 8.14 10.46 12.94 23 151 38 2
12 3.76 8.42 11.1 11.49 19 153 40 3
11 3.81 8.39 11.62 8.9 15 135 29 1
12 3.83 8.52 11.54 10.94 11 152 41 3
11 3.59 8.18 12.28 11.35 20 149 34 3
11 3.63 8.13 10.91 10.25 14 148 37 3
11 3.83 8.68 11.5 10.75 999 150 38 3
11 3.97 8.57 10.98 10.69 999 145 35 3
12 3.81 8.19 10.91 11.27 999 145 38 3
11 3.78 8.52 12.6 12.19 18 147 37 3
11 3.84 8.48 11.44 11.72 17 151 38 3
12 3.88 8.97 12.08 12.4 17 135 29 3
12 3.72 8.3 10.54 15.89 12 140 32 3
11 999 999 999 999 19 -99 -99 3
12 3.78 8.66 13.11 12.68 17 145 36 3
11 3.8 8.61 11.98 10.78 20 145 36 3
11 3.83 8.38 11.03 10.98 18 141 38 2
12 3.6 8.5 10.53 8.97 19 150 43 3
12 3.73 8.56 14.97 17.53 23 150 41 3
11 999 999 999 999 17 147 36 3
12 3.53 8.18 10.82 9.72 14 151 35 3
12 999 999 999 999 18 148 40 3
11 3.73 8.51 11.64 13.59 20 147 35 3
12 3.59 8.51 12.06 10.1 17 151 39 3
11 3.56 7.87 10.57 10.66 18 162 46 3
11 3.49 8.36 14.54 14.38 18 144 33 3
11 3.66 8.54 14.62 9.83 21 143 38 3
11 3.55 8.19 12.97 12.56 19 145 37 3
12 3.63 8.08 10.28 9.14 18 147 35 3
11 3.7 8.44 11.59 9.84 18 143 37 3
11 3.57 8.07 11.73 11.81 15 140 31 3
12 3.53 7.88 10.38 10.29 21 155 36 3
11 3.9 8.3 12.81 10.59 999 162 38 3
11 3.59 8.33 10.66 9.79 13 155 46 3
12 3.72 8.32 11.42 10.83 23 144 34 3
11 3.53 7.97 11.64 10.78 18 151 35.7 3
11 3.82 8.32 13.09 12.38 17 162 42.7 3
11 3.69 9.46 11.47 10.08 20 144 39 3
12 3.57 7.94 11.09 12.55 18 148 37 3
12 3.68 8.58 11.99 11.2 23 151 40.8 3
11 3.46 7.62 10.97 11.51 18 158 45 3
11 3.73 8.41 11.02 9.73 20 148 35.5 3
11 3.4 7.84 10.78 10.98 19 152 35 3
11 3.82 8.42 10.99 10.62 18 153 38 3
11 3.54 8.01 11.18 12.18 23 149 36 3
11 3.73 8.82 14 11.84 999 166 42.1 3
11 3.78 8.46 11.36 10.18 16 150 39 3
11 3.76 8.03 10.43 10.76 17 155 43 2
11 3.66 7.96 11.57 9.46 18 136 31 3
11 3.7 8.19 10.59 10.56 15 145 32 3
12 3.82 8.3 11.16 10.47 21 135 27.5 3
12 3.69 8.4 11.1 9.23 20 146 35.5 3
11 3.7 8.46 10.68 12.53 21 154 36.8 3
12 3.78 8.38 12.04 9.77 21 153 39.1 3
11 3.76 8.2 11.46 9.23 17 152 44.7 3
11 3.73 8.34 12.92 10.39 19 144 37.2 3
12 4.06 8.84 12.71 13.2 22 156 35.4 3
12 3.81 8.02 12.6 8.89 17 147 40 3
12 3.54 7.91 10.89 10.39 11 144 32 3
11 3.5 8.02 11.68 9.68 20 134 28.5 3
11 3.87 8.28 11.43 11.33 19 148 38.4 3
11 999 999 999 999 25 -99 -99 3
11 3.87 8.87 11.64 999 19 156 38 3
12 3.8 8.46 11.28 11.85 15 152 35 3
11 3.86 8.16 9.97 9.95 17 145 34 3
11 3.68 8.14 10.04 9.89 20 150 38 3
11 4.24 9.32 13.92 999 22 155 38 3
12 3.63 8.42 10.73 9.94 18 146 35 3
12 3.64 8.34 12.71 10.69 17 152 40 3
11 3.41 9 10.56 12.05 16 140 31.2 3
12 3.91 8.86 11.47 14.41 23 156 40.5 3
11 3.97 9.19 12.48 14.18 15 155 48.7 3
12 3.54 8.66 12.08 12.74 22 145 35.5 3
11 4.01 9.02 12.02 11.62 21 147 32.5 3
12 3.69 8.76 14.06 16.59 23 155 45 3
12 3.76 8.26 11.28 12.05 16 145 36.7 3
11 3.86 8.61 12.16 14.41 23 143 31.4 3
12 3.84 8.72 11.99 13.29 20 144 35.5 3
12 3.94 9.35 11.84 10.7 19 142 32 3
11 3.56 8.6 12.74 15.16 25 152 42.5 3
12 3.61 8.33 11.17 11.1 15 146 33.3 3
11 3.79 8.17 11.54 9.5 19 156 43 3
12 3.5 8.61 11.68 10.3 23 146 33.4 3
11 3.72 8.53 10.68 11.8 14 143 36.9 3
11 3.57 8.57 11.56 12 16 156 40.3 3
12 3.89 8.81 11.16 11 23 141 29.4 3
11 3.58 8.18 10.34 9.47 14 161 41 3
12 3.68 8.78 11.48 10.33 16 156 46 2
11 3.52 8.36 10.9 11.42 16 149 38 3
11 3.92 8.02 10.52 10.25 11 142 40 3
12 3.72 8.69 13.69 13.75 16 144 36 3
11 3.86 9.16 12.96 13.11 15 159 55 3
11 3.86 8.98 11.76 11.31 22 149 45 3
12 3.58 8.52 13.88 15.88 23 162 46 3
12 3.49 8.5 11.81 12.6 24 153 36 3
12 3.64 7.93 10.64 10.82 20 155 36 3
12 3.58 8.68 11.33 14.91 22 163 52 3
12 3.8 8.78 11.92 9.07 20 146 36 3
11 3.78 8.52 10.87 10.75 15 156 37 2
11 3.58 8.6 12.52 12.15 22 154 39 2
11 3.59 8.38 11.86 11.78 17 143 32 3
11 3.76 8.87 12.01 10.47 11 146 37 3
12 999 999 999 999 20 -99 -99 3
12 3.78 8.81 12.32 11.59 17 141 32 3
11 3.93 8.32 11.8 11.7 20 139 32 3
11 3.65 7.78 11.14 999 21 160 42 3
11 3.78 8.14 11.21 12.8 12 142 32 3
12 3.69 8.56 11.21 10 21 140 31.5 2
12 3.82 8.28 11.94 11.8 17 148 38 3
11 3.82 8.21 12.46 12.8 23 157 40 3
11 3.72 8.07 11 10.8 18 145 35 3
11 3.89 8.68 10.19 12.3 21 133 28 3
11 3.67 7.62 10.3 9.4 21 137 34.5 3
12 3.66 7.94 10.72 11.8 21 153 43 3
12 3.7 8.28 10.86 11.4 19 149 36 3
11 3.76 8.18 10.92 11.5 19 140 32 3
11 3.47 8.09 11.46 9.7 21 148 39 3
11 999 999 999 999 15 149 40 3
11 3.9 8.4 11.5 11.9 21 135 28 3
11 3.7 8.29 11.92 11.5 22 152 38 3
12 3.52 7.9 10.2 9.83 20 146 33 3
11 3.54 8.41 10.73 9.66 19 150 40 3
12 3.29 7.81 12.74 9.31 20 154 44 3
12 3.68 8.17 11.19 11 19 144 34.3 3
11 3.63 8.58 10.69 10.5 17 151 38.8 2
11 3.56 8 11.07 10 23 153 37.8 3
11 3.68 8.44 11.94 9.9 22 160 42.6 3
11 3.94 8.78 12.17 10.1 22 155 36.5 3
11 999 999 999 999 18 151 39 3
12 4.19 9.5 13.31 10.3 20 150 45.9 3
11 3.83 8.58 14.42 14 16 154 43.6 3
11 3.46 8.24 11.41 15.49 18 151 36.4 3
11 999 999 999 999 12 146 33.9 3
11 3.74 8.47 11.87 11.34 18 145 39 3
11 4 9.02 11.91 11.53 999 176 58 3
12 3.58 8.65 10.93 10.05 999 150 47 3
12 3.78 8.68 12.57 10.49 999 143 46 1
12 3.78 8.3 10.84 10.42 999 146 31 3
12 3.84 8.08 10.46 10.99 999 140 35 3
12 3.68 8.1 11.79 12.46 999 156 45 3
11 3.98 8.16 10.57 13.72 999 139 36 3
11 3.92 8.51 10.47 12.01 999 145 37 3
11 3.47 7.99 12.38 10.29 11 143 35 3
12 4.06 8.28 10.46 11.13 999 138 28 3
12 3.89 8.32 11.14 13.11 999 135 31 2
12 3.64 8.5 12.28 10.34 18 151 36.5 2
12 3.48 8.5 12.97 11.01 14 156 43.1 3
12 3.5 8.62 11.39 12.41 21 157 40.2 3
12 3.56 8.25 11.36 999 15 139 35 3
12 3.69 8.62 12.57 13.58 22 155 37.6 3
11 3.91 9.01 11.16 10.66 12 160 55.4 3
12 3.62 8.81 11.54 11.49 22 156 34.7 3
11 3.46 7.65 11.22 999 11 140 31.3 3
12 3.63 8.68 11.6 11.37 19 144 34.9 3
11 3.64 8.56 10.97 11.93 15 155 47.6 3
11 3.62 8.46 13.66 12.51 21 157 38.8 3
12 3.78 8.48 11.52 9.76 13 154 42.1 3
12 3.62 8.62 11 12.72 18 146 32.9 3
11 2.92 8.68 11.68 10 18 151 53.9 3
12 3.69 9.04 11.82 12.77 14 143 35 3
12 3.9 8.26 11.78 14.68 19 145 35.5 3
12 999 999 999 999 23 -99 -99 2
11 3.62 8.46 11.34 9.8 20 145 35 3
11 3.46 8.8 12.06 11.9 16 158 40 3
11 3.8 8.87 12.23 12.15 19 155 34 3
